-26.6727;26.265
-35.3607;-21.8198
-5.65607;-36.4963
6.85008;10.2276
3.82985;28.5443
43.4197;19.1249
-16.2332;18.0253
-45.5074;-22.5571
9.17305;-25.3147
-33.5846;28.8944
10.4794;0.444965
42.2957;-8.06969
-1.82485;7.10919
-22.5964;-32.8478
4.83761;-11.549
-40.6044;-23.0261
-44.5737;-36.3153
1.69407;7.29399
-37.3862;30.5999
-38.8359;-10.8344
27.5362;41.0922
10.5587;-0.502109
39.0024;-16.0468
-27.4577;-9.24583
44.272;-21.3527
-28.99;41.7951
46.2498;-4.1836
23.2638;-38.5619
37.9697;46.4982
-30.2839;15.2203
48.6863;46.1559
8.84588;6.38319
49.6722;28.0853
23.8731;-41.3151
16.641;5.71784
-41.6986;22.2943
39.7342;19.5814
8.81285;38.4071
30.5856;-15.0372
-46.5629;-48.9385
-32.238;20.0656
-44.9031;-19.7135
-6.52499;12.0039
11.0603;25.7091
32.2657;39.8126
30.6394;9.02951
48.8666;-32.1974
-24.7989;-5.53061
-40.4121;-11.629
26.7689;-48.3446
-5.31921;-35.2933
14.1657;-5.35852
36.5822;30.6233
-48.6187;40.11
47.1777;-31.6376
-2.20242;31.7807
13.4224;46.9027
-10.6018;-21.3263
-13.9198;-30.8921
-37.4722;20.7441
-38.796;8.3695
40.4654;29.7265
-29.9026;46.0802
11.7965;-17.3954
-45.0506;25.9512
45.4851;45.6529
31.5164;1.3734
21.5192;29.5256
38.9208;-9.61683
36.7598;-49.4774
-17.4682;4.89369
-38.8311;-43.4085
-9.52093;-2.88994
-32.2569;9.48691
-16.3515;-29.5415
46.971;19.6461
22.0783;24.4884
22.2642;-19.4391
-34.4086;35.6797
-25.2145;-48.0868
-17.9134;-37.0056
-6.37038;5.45435
28.9091;-31.7952
-39.6483;11.5001
40.7185;0.102846
4.52537;31.9105
6.85743;-46.0229
-23.0457;7.21202
-4.11828;43.2874
27.3862;26.9667
-24.0313;8.93128
13.4479;15.028
-22.0467;4.35445
-32.6029;26.7053
-41.5661;21.5725
-10.347;-0.907212
18.5054;35.626
-7.44492;-42.2164
-29.8943;-8.68477
-4.90582;-25.9889
-49.1094;-36.4974
-18.2673;-4.62011
-17.7399;-16.0348
22.9785;-48.4941
43.2909;-47.5904
-42.5353;-31.6075
-34.7311;2.86766
32.3764;-3.64015
-26.9085;-17.7526
25.6291;-47.2915
-21.9667;-6.8061
2.97484;-48.5979
28.243;4.08394
-45.0478;-17.5532
-37.3428;-2.80667
-41.4772;39.3101
12.5637;-43.025
-15.6294;-8.93521
-38.6385;41.9814
-7.0568;-41.6936
-8.40739;27.7638
-38.8545;3.8677
-31.4657;13.3238
-23.4864;-18.9228
36.1929;45.3159
-0.86215;-4.45658
46.096;19.2356
40.9333;24.9073
-1.83528;44.7612
31.7574;4.36808
-3.64919;-40.0259
-12.0766;-44.1403
28.1634;-8.65728
-44.3435;6.47272
25.6973;11.9021
11.0376;-32.6469
-30.0165;-26.6666
5.88811;10.5345
-23.3112;42.7945
13.2187;3.85747
29.8091;10.6063
-16.0382;-30.2427
49.4294;-19.4439
4.97511;-7.58755
-12.6929;2.17279
14.5875;46.6784
36.0496;14.2199
-14.0569;-6.96619
-4.61659;37.4699
-26.5603;0.459578
0.973312;-20.4675
15.014;9.93934
12.1518;-42.1541
-16.4807;-0.207479
-21.5727;-6.27857
-1.28351;-43.7733
-29.4203;11.7108
31.6026;33.4145
-6.10683;-26.0188
39.539;-29.5504
-46.7694;-19.842
-43.4487;43.4356
1.19576;-27.6273
-1.50672;-10.8611
8.65685;11.078
-31.3989;32.6225
-4.9576;23.8131
-11.09;-39.5478
6.40835;15.3712
-1.83747;9.64219
31.2321;47.977
-43.3908;3.24709
-40.853;5.36076
11.6745;2.39054
8.12095;-6.44803
36.2154;-29.8451
44.5663;46.613
-26.9997;-31.3775
48.1232;48.4633
-29.5126;31.0082
15.9507;-7.92331
42.4276;29.3265
37.9035;9.92002
8.11549;49.3908
-24.0113;-48.063
-18.2486;5.67268
-38.6776;-0.30708
-46.5226;-23.8131
15.1234;13.8316
28.7641;-43.0243
-44.0602;20.9598
-49.4696;49.7422
-7.50136;-42.3549
23.9028;7.27626
-9.97808;-29.1742
35.4752;28.1347
-31.802;-45.7566
11.6015;22.3407
-21.5347;16.6206
39.3072;-44.0189
